SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 Parts of Dual Sourced,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Week,Comments / Challenges,FTE STET SPOC (Text),FTE Project Title (Text),FTE Director (Text),FTE Procurement Type (Text),FTE Project Type (Text),FTE Savings Type (Text),FTE Commodity (Text),FTE BU (Text),FTE Cluster (Text),FTE Current IL (Text),Project ID_Description,ID,New,NewItemID,Created,Modified,Modified By,SourceID,Is Active
CS-2025-045,Raj,Vivek Sonagra,Saravanan Jayarajan,TSM repl. cost reduction per redesign with lower replacement rate and lower newbuy price,,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL2,3/2/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11467"">View Entries</a>",Vivek Sonagra,TSM repl. cost reduction per redesign with lower replacement rate and lower newbuy price,Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL2,CS-2025-045=TSM repl. cost reduction per redesign with lower replacement rate and lower newbuy price,11467,0,,3/31/2026 6:16 AM,5/14/2026 10:46 AM,"Kumari, Supriya",11581,Yes
CS-2026-040,Raj,Vivek Sonagra,Sachin Gavhane,GEO PC FCO 8.1,,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,11/29/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11468"">View Entries</a>",Vivek Sonagra,GEO PC FCO 8.1,Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,CS-2026-040=GEO PC FCO 8.1,11468,0,,3/31/2026 6:16 AM,5/14/2026 11:18 AM,"Kumari, Supriya",11578,Yes
CS-2026-034,Raj,Vivek Sonagra,Sachin Gavhane,Control module belly bar improvement project,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,11/29/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11469"">View Entries</a>",Vivek Sonagra,Control module belly bar improvement project,Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,CS-2026-034=Control module belly bar improvement project,11469,0,,3/31/2026 6:16 AM,5/14/2026 11:18 AM,"Kumari, Supriya",11576,Yes
CS-2025-102,Raj,Vivek Sonagra,Saravanan Jayarajan,Removal of aluminum plate panhandle Roosen,,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,5/29/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,21,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11470"">View Entries</a>",Vivek Sonagra,Removal of aluminum plate panhandle Roosen,Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,CS-2025-102=Removal of aluminum plate panhandle Roosen,11470,0,,3/31/2026 6:16 AM,5/28/2026 6:36 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11582_.000,Yes
CS-2024-019,Raj,Vivek Sonagra,Saravanan Jayarajan,PC Diagnostics tool 2.3.0,,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,1/1/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11471"">View Entries</a>",Vivek Sonagra,PC Diagnostics tool 2.3.0,Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,CS-2024-019=PC Diagnostics tool 2.3.0,11471,0,,3/31/2026 6:16 AM,5/14/2026 11:06 AM,"Kumari, Supriya",11580,Yes
CS-2026-035,Raj,Vivek Sonagra,Sachin Gavhane,PC NPF (no problem found) reduction project,,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,7/1/2027,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11472"">View Entries</a>",Vivek Sonagra,PC NPF (no problem found) reduction project,Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,CS-2026-035=PC NPF (no problem found) reduction project,11472,0,,3/31/2026 6:16 AM,5/13/2026 6:41 AM,"Kumari, Supriya",11579,Yes
CS-2026-039,Raj,Vivek Sonagra,Saravanan Jayarajan,"FCO FGC, Disk bay, DIMM  2026/27",,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,9/1/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11473"">View Entries</a>",Vivek Sonagra,"FCO FGC, Disk bay, DIMM  2026/27",Raj,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,"CS-2026-039=FCO FGC, Disk bay, DIMM  2026/27",11473,0,,3/31/2026 6:17 AM,5/13/2026 6:41 AM,"Kumari, Supriya",11583,Yes
43815,Phil,Fred Cai ,JJ Chen,BD_AMC drive consigned by Philips Suzhou to ETLA,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL2,12/31/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,NO,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11474"">View Entries</a>",Fred Cai ,BD_AMC drive consigned by Philips Suzhou to ETLA,Phil,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL2,43815=BD_AMC drive consigned by Philips Suzhou to ETLA,11474,0,,4/1/2026 3:55 AM,5/13/2026 6:41 AM,"Kumari, Supriya",11603,Yes
PDTEAM552,Phil,Bhushan Barve ,Bhushan Barve,UAT for platform tool ,€ 0,€ 0,LCM,N/A,CONCEPT,Key Components & Electronics,DXR,PD,IL2,12/31/2028,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11475"">View Entries</a>",Bhushan Barve ,UAT for platform tool ,Phil,N/A,LCM,CONCEPT,Key Components & Electronics,DXR,PD,IL2,PDTEAM552=UAT for platform tool ,11475,0,,4/1/2026 4:06 AM,5/13/2026 6:41 AM,"Kumari, Supriya",11609,Yes
PDTEAM553,Phil,Bhushan Barve,Bhushan Barve,NGPS PCBA Support,€ 0,€ 0,NPI,N/A,CONCEPT,Key Components & Electronics,MR,PD,IL1,12/31/2027,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11476"">View Entries</a>",Bhushan Barve,NGPS PCBA Support,Phil,N/A,NPI,CONCEPT,Key Components & Electronics,MR,PD,IL1,PDTEAM553=NGPS PCBA Support,11476,0,,4/1/2026 4:09 AM,5/13/2026 6:41 AM,"Kumari, Supriya",11610,Yes
43497,Tim,Sushruth Rudrachary,Ashwini Jibhkate,Redesign online box Alpha,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Personal Health,GB,PH,IL5,11/1/2025,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,"€ 25,141","€ 300,936.00","€ 111,824.00",€ 0,€ 0,,,N/A,NO,32,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11477"">View Entries</a>",Sushruth Rudrachary,Redesign online box Alpha,Tim,PROCUREMENT,PRODUCTIVITY,CONCEPT,Personal Health,GB,PH,IL5,43497=Redesign online box Alpha,11477,0,,4/1/2026 6:08 AM,8/9/2026 10:16 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11611_.000,Yes
36597,Tim,Jidhish Sidharthan,Balachandra Bhosale,Speaker assy sourcing for EFFICIA & VS30,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,HPM,CC,IL2,1/31/2028,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,22,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11478"">View Entries</a>",Jidhish Sidharthan,Speaker assy sourcing for EFFICIA & VS30,Tim,PROCUREMENT,PRODUCTIVITY,SOURCING,Key Components & Electronics,HPM,CC,IL2,36597=Speaker assy sourcing for EFFICIA & VS30,11478,0,,4/2/2026 4:15 AM,5/31/2026 11:06 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11612_.000,Yes
37213,Phil, Jidhish Sidharthan, Jaspal, COMPACT 15.6inch Display (Barco to Promate),€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,US,PD,IL2,7/31/2027,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,"€ 119,777",€ 0,,,N/A,N/A,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11479"">View Entries</a>", Jidhish Sidharthan, COMPACT 15.6inch Display (Barco to Promate),Phil,PROCUREMENT,PRODUCTIVITY,SOURCING,Mechanical Parts & Assemblies,US,PD,IL2,37213= COMPACT 15.6inch Display (Barco to Promate),11479,0,,4/2/2026 4:20 AM,6/10/2026 3:59 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11613_.000,Yes
US Part Harvesting_001,Phil, Charles Moses, Ishtiaque Anwar Shaikh, CX-50-Differential Part offering,€ 0,€ 0,LCM,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,US,PD,IL4,12/31/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11480"">View Entries</a>", Charles Moses, CX-50-Differential Part offering,Phil,PROCUREMENT,LCM,SOURCING,Mechanical Parts & Assemblies,US,PD,IL4,US Part Harvesting_001= CX-50-Differential Part offering,11480,0,,4/30/2026 12:39 AM,6/17/2026 2:48 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11678_.000,Yes
DCR#20838,Phil,Steven Mroch,Advait Patil,Add a VGA cable fixing device ,€ 0,€ 0,LCM,N/A,Commercial Innovation,Mechanical Parts & Assemblies,SRC,CC,IL3,9/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11481"">View Entries</a>",Steven Mroch,Add a VGA cable fixing device ,Phil,N/A,LCM,Commercial Innovation,Mechanical Parts & Assemblies,SRC,CC,IL3,DCR#20838=Add a VGA cable fixing device ,11481,0,,4/30/2026 12:39 AM,6/10/2026 5:51 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11638_.000,Yes
Phoenix 2.0,Tim,Sushruth Rudrachary,Adarsh Shrivastava,Phoenix 2.0,€ 0,€ 0,LCM,N/A,L&A,Personal Health,GB,PH,IL3,12/31/2027,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11482"">View Entries</a>",Sushruth Rudrachary,Phoenix 2.0,Tim,N/A,LCM,L&A,Personal Health,GB,PH,IL3,Phoenix 2.0=Phoenix 2.0,11482,0,,4/30/2026 5:01 AM,5/13/2026 6:41 AM,"Kumari, Supriya",,Yes
Metal forming,Tim,Sushruth Rudrachary,Adarsh Shrivastava,Metal forming,€ 0,€ 0,LCM,N/A,L&A,Personal Health,GB,PH,ILR,12/31/2028,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,28,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11483"">View Entries</a>",Sushruth Rudrachary,Metal forming,Tim,N/A,LCM,L&A,Personal Health,GB,PH,ILR,Metal forming=Metal forming,11483,0,,4/30/2026 5:01 AM,7/13/2026 4:47 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11690_.000,Yes
RfS-MCC-0247,Tim,Suraj Ramchandani,Deepshikha Singh,Alternate Source for Packaging materials (RFS 277324),€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL3,4/24/2027,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,,N/A,N/A,25,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11484"">View Entries</a>",Suraj Ramchandani,Alternate Source for Packaging materials (RFS 277324),Tim,N/A,LCM,CONCEPT,Personal Health,MCC,PH,IL3,RfS-MCC-0247=Alternate Source for Packaging materials (RFS 277324),11484,0,,4/30/2026 5:01 AM,6/23/2026 5:28 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11689_.000,Yes
RfS 278773,Tim,Suraj Ramchandani,Deepshikha Singh,"REGMEM  AMB 554-26014 - India Plastic Packaging Waste Management (Amendment) Rules, 2025 | IF",€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL5,8/26/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,,N/A,N/A,25,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11485"">View Entries</a>",Suraj Ramchandani,"REGMEM  AMB 554-26014 - India Plastic Packaging Waste Management (Amendment) Rules, 2025 | IF",Tim,N/A,LCM,CONCEPT,Personal Health,MCC,PH,IL5,"RfS 278773=REGMEM  AMB 554-26014 - India Plastic Packaging Waste Management (Amendment) Rules, 2025 | IF",11485,0,,4/30/2026 5:01 AM,6/23/2026 5:28 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11688_.000,Yes
RfS-MCC-0005,Tim,Suraj Ramchandani,Deepshikha Singh,Corrections RCA artwork,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL3,12/30/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,,N/A,N/A,31,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11486"">View Entries</a>",Suraj Ramchandani,Corrections RCA artwork,Tim,N/A,LCM,CONCEPT,Personal Health,MCC,PH,IL3,RfS-MCC-0005=Corrections RCA artwork,11486,0,,4/30/2026 5:01 AM,8/6/2026 4:09 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11687_.000,Yes
RfS-MCC-0251,Tim,Suraj Ramchandani,Anjan Naik,REG MEM  AMB554-25067- EU Food Contact Material Regulation amendment | IF,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL5,9/30/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,29,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11487"">View Entries</a>",Suraj Ramchandani,REG MEM  AMB554-25067- EU Food Contact Material Regulation amendment | IF,Tim,N/A,LCM,CONCEPT,Personal Health,MCC,PH,IL5,RfS-MCC-0251=REG MEM  AMB554-25067- EU Food Contact Material Regulation amendment | IF,11487,0,,4/30/2026 5:01 AM,7/23/2026 3:27 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11686_.000,Yes
RFS 278801,Tim,Suraj Ramchandani,Pankaj Chaudhari,Paper based packaging breastmilk bags 5x,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL5,9/15/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,29,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11488"">View Entries</a>",Suraj Ramchandani,Paper based packaging breastmilk bags 5x,Tim,N/A,LCM,CONCEPT,Personal Health,MCC,PH,IL5,RFS 278801=Paper based packaging breastmilk bags 5x,11488,0,,4/30/2026 5:01 AM,7/23/2026 3:27 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11685_.000,Yes
RFS- MCC-0046,Tim,Suraj Ramchandani,Pankaj Chaudhari,Brazil breast pump SKUs containing breast pads to reflect expiry date of breast pads as expiry date for breast pumps,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL2,9/15/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11489"">View Entries</a>",Suraj Ramchandani,Brazil breast pump SKUs containing breast pads to reflect expiry date of breast pads as expiry date for breast pumps,Tim,N/A,LCM,CONCEPT,Personal Health,MCC,PH,IL2,RFS- MCC-0046=Brazil breast pump SKUs containing breast pads to reflect expiry date of breast pads as expiry date for breast pumps,11489,0,,4/30/2026 5:01 AM,5/13/2026 6:42 AM,"Kumari, Supriya",,Yes
RFS-278536,Tim,Suraj Ramchandani,Jatin Bachal,Update Daisy EBP Type Plates,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL5,7/31/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,26,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11490"">View Entries</a>",Suraj Ramchandani,Update Daisy EBP Type Plates,Tim,N/A,LCM,CONCEPT,Personal Health,MCC,PH,IL5,RFS-278536=Update Daisy EBP Type Plates,11490,0,,4/30/2026 5:01 AM,7/1/2026 2:24 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11683_.000,Yes
RfS-SHA20251202001,Tim,Sushruth Rudrachary,Rohit Bakare,"RfS SICR20251125006B Change on pallets Cleaning Catridges
",€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,6/30/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,"€ 2,500.00",€ 0.00,"€ 27,500",€ 0,€ 0,€ 0,N/A,N/A,26,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11491"">View Entries</a>",Sushruth Rudrachary,"RfS SICR20251125006B Change on pallets Cleaning Catridges
",Tim,N/A,LCM,CONCEPT,Personal Health,GB,PH,IL5,"RfS-SHA20251202001=RfS SICR20251125006B Change on pallets Cleaning Catridges
",11491,0,,4/30/2026 5:01 AM,7/1/2026 3:33 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11682_.000,Yes
RfS-SHA20260302042,Tim,Sushruth Rudrachary,Rohit Bakare,"RfS S7000 OneBlade bundle update_Sep'26_v2
",€ 0,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL3,12/31/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,"€ 16,575.00",€ 0.00,"€ 182,325",€ 0,€ 0,€ 0,N/A,N/A,20,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11492"">View Entries</a>",Sushruth Rudrachary,"RfS S7000 OneBlade bundle update_Sep'26_v2
",Tim,IGM,Commercial Innovation,Commercial Innovation,Personal Health,GB,PH,IL3,"RfS-SHA20260302042=RfS S7000 OneBlade bundle update_Sep'26_v2
",11492,0,,4/30/2026 5:01 AM,5/22/2026 2:51 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11681_.000,Yes
RfS-SHA20260302041,Tim,Sushruth Rudrachary,Rohit Bakare,"RfS S5000 OneBlade bundle update_Sep'26_v2
",€ 0,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,ILR,12/31/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,"€ 7,102.00",€ 0.00,"€ 78,125",€ 0,€ 0,€ 0,N/A,N/A,28,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=11493"">View Entries</a>",Sushruth Rudrachary,"RfS S5000 OneBlade bundle update_Sep'26_v2
",Tim,IGM,Commercial Innovation,Commercial Innovation,Personal Health,GB,PH,ILR,"RfS-SHA20260302041=RfS S5000 OneBlade bundle update_Sep'26_v2
",11493,0,,4/30/2026 5:01 AM,7/13/2026 4:48 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f11680_.000,Yes
