SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),AOS Impact Approved or Not,QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 of Parts Dual Sourced (PASSIVE),%23 of Parts Dual Sourced (ACTIVE),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Comments / Challenges,Week,Attachments,ID,IL Date Format column,August IL5 IDs,IL Date Correction,Year,Month,Modified,Modified By,Created,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),Created By,Supplier Transfer,Transfer reason,Is Active
CR0113717,Phil,Charles Moses,Anand Navalagi,EOL - Laird 51K gasket,"€ 2,496,154.00",Yes,€ 0,AOS,N/A,SOURCING,Key Components & Electronics,US,PD,IL5,4/30/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8367"">View Entries</a>",23,0,8367,04-2024,False,False,2024,04,6/2/2026 6:21 AM,"Davis, Adrianna",5/14/2024 3:00 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
38013,Tim,Saurabh Agrawal,Saurabh Agarwal,N24 PIE to OHC,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,NEGO,Personal Health,OHC,PH,IL5,1/20/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 427,965.00",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8365"">View Entries</a>",36,0,8365,01-2024,False,False,2024,01,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 4:34 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20230801479,Tim,Sushruth Rudrachary,ShivPrakash,PO S3230_52 CANADA Q1 2024,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,12/31/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8364"">View Entries</a>",36,0,8364,12-2024,False,False,2024,12,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 4:04 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20230901498,Tim,Sushruth Rudrachary,ShivPrakash,Phase-out Lambda (LED4500_01 China and LED 4500_02 Korea) Q4 2024,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,7/31/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8363"">View Entries</a>",36,0,8363,07-2024,False,False,2024,07,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 4:02 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
39837,Tim,Sushruth Rudrachary,ShivPrakash,Lacquer Thinner 132254286201_AlternateSourceRFS_Hempel to Brenntag,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Personal Health,GB,PH,IL5,1/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 83,604.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8362"">View Entries</a>",36,0,8362,01-2025,False,False,2025,01,9/3/2026 8:04 AM,"Davis, Adrianna",5/13/2024 4:01 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20240201609,Tim,Sushruth Rudrachary,ShivPrakash,"Phase-out Batam, Drachten, Zhuhai, Flex Q4 2024",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,12/31/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8361"">View Entries</a>",36,0,8361,12-2024,False,False,2024,12,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 3:59 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20240301631,Tim,Sushruth Rudrachary,ShivPrakash,Running change DFU update Zeta Range,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,7/31/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8360"">View Entries</a>",36,0,8360,07-2024,False,False,2024,07,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 3:57 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20240301634,Tim,Sushruth Rudrachary,ShivPrakash,Feasibility study Launch S5880_28KR in India,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,7/30/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8359"">View Entries</a>",36,0,8359,07-2024,False,False,2024,07,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 3:55 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20240401641,Tim,Sushruth Rudrachary,ShivPrakash,"CRM Card update S5000, 7000, 8000, 9000, Prestige",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,11/15/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8358"">View Entries</a>",36,0,8358,11-2024,False,False,2024,11,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 3:52 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20240401648,Tim,Sushruth Rudrachary,ShivPrakash,Localized Sleeves for S7000 S9000 Airport Retail,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,11/30/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8357"">View Entries</a>",36,0,8357,11-2024,False,False,2024,11,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 3:50 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20240401659,Tim,Sushruth Rudrachary,ShivPrakash,PO Q4 2024 S9987 59 S9982 54 for JAPAN,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,12/31/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8356"">View Entries</a>",36,0,8356,12-2024,False,False,2024,12,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 3:45 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20240401660,Tim,Sushruth Rudrachary,ShivPrakash,PO S9977 73 KOREA Q3 2025,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,3/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8355"">View Entries</a>",36,0,8355,03-2025,False,False,2025,03,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 3:43 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20240401661,Tim,Sushruth Rudrachary,ShivPrakash,PO Q4 2024 S9976 76 for KOREA,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,3/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8354"">View Entries</a>",36,0,8354,03-2025,False,False,2025,03,9/3/2026 10:56 AM,"Davis, Adrianna",5/13/2024 3:41 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
CR192500,Tim,Saurabh Agrawal,Sampreet,Mykonos – Anax,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,OHC,PH,IL3,12/31/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8353"">View Entries</a>",36,0,8353,12-2027,False,False,2027,12,9/3/2026 10:56 AM,"Davis, Adrianna",5/12/2024 9:36 PM,,,,,"V Koushik, Shreyas",No,N/A,Yes
SRCLCM0003,Phil,Steven Mroch,Krishna Prasad,V60 project ,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL3,12/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8351"">View Entries</a>",25,0,8351,12-2026,False,False,2026,12,6/15/2026 6:18 AM,"Davis, Adrianna",5/12/2024 7:28 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
38430,Tim,Saurabh Agarwal,Poornima,"N24 MC Schiffer 3,5% savings on addressable Spend: 11 M",€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,NEGO,Personal Health,OHC,PH,IL5,2/1/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 12,162.00",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8350"">View Entries</a>",37,0,8350,02-2024,False,False,2024,02,9/9/2026 1:40 AM,"Kumari, Supriya",5/9/2024 7:33 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
HPMLCM007,Tim,Manoj Verma,Jidhish Sidharthan,MRPC GUI Board Re-design,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,HPM,CC,IL5,4/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8349"">View Entries</a>",37,0,8349,04-2026,False,False,2026,04,9/9/2026 2:07 AM,"Kumari, Supriya",5/8/2024 9:22 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
NPIHPMDISP1,Tim,Manoj Verma,Jidhish Sidharthan,Nitro High Resolution Display,€ 0.00,Not Applicable,€ 0,NPI,N/A,SOURCING,Medical ODM Markets,HPM,CC,IL5,5/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8347"">View Entries</a>",37,0,8347,05-2026,False,False,2026,05,9/9/2026 2:07 AM,"Kumari, Supriya",5/8/2024 9:22 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
PDTEAM59,Phil,Manoj Verma,Tiger Xiao,Pacific NPI Industrialization with supplier,€ 0.00,Not Applicable,€ 0,NPI,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,HPM,CC,IL5,12/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8346"">View Entries</a>",37,0,8346,12-2025,True,True,2025,12,9/9/2026 2:07 AM,"Kumari, Supriya",4/25/2024 8:15 AM,,,,,"Davis, Adrianna",No,N/A,Yes
36793,Phil,Saravana Palani,Fred Cai ,BD II Localization of 459800159521 OPTICAL CABLE 30M 4FOLD (from Prodrive to cable supplier),€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,IGT-S,IGT,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,NO,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8345"">View Entries</a>",37,0,8345,12-2026,True,True,2026,12,9/9/2026 1:57 AM,"Kumari, Supriya",4/25/2024 8:12 AM,,,,,"Davis, Adrianna",No,N/A,Yes
36791,Phil,Saravana Palani,Fred Cai ,BD II Rotation unit localization (NTS to local supplier),€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,7/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8343"">View Entries</a>",37,0,8343,07-2026,True,True,2026,07,9/11/2026 9:54 AM,"Davis, Adrianna",4/25/2024 8:08 AM,,,,,"Davis, Adrianna",No,N/A,Yes
37013,Phil,Fred Cai,Fred Cai ,Regionalization cover for Ambition & Edition,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,11/28/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 434,904.00",€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8340"">View Entries</a>",5,0,8340,11-2025,True,True,2025,11,1/28/2026 1:07 PM,"Davis, Adrianna",4/25/2024 7:27 AM,,,,,"Davis, Adrianna",No,N/A,Yes
37934,Phil,Fred Cai ,Sha Sha Shi,Hawk calibration phantom transfer from H.P to LCC,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,CT/AMI,PD,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,NO,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8339"">View Entries</a>",5,0,8339,12-2026,True,True,2026,12,1/28/2026 1:07 PM,"Davis, Adrianna",4/25/2024 7:22 AM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
35092,Phil,Fred Cai ,Sha Sha Shi,Bobsled-Hawk GPC sourcing transfer from GMI to LCC,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Medical ODM Markets,CT/AMI,PD,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,NO,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8338"">View Entries</a>",5,0,8338,12-2026,True,True,2026,12,1/28/2026 1:07 PM,"Davis, Adrianna",4/25/2024 6:54 AM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
34782,Phil,Fred Cai,Xia Ling,Incisive gantry Franke bearing 2nd source to SKF/NBG_Tiger,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,CT/AMI,PD,IL5,12/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 386,000.00",€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8337"">View Entries</a>",5,0,8337,12-2025,True,True,2025,12,1/28/2026 1:07 PM,"Davis, Adrianna",4/25/2024 6:52 AM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
37101,Phil,Fred Cai,Xia Ling,Incisive 5G Slipring 2nd source to NBG_Tiger,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,CT/AMI,PD,IL5,7/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 396,060.00",€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8336"">View Entries</a>",37,0,8336,07-2026,True,True,2026,07,9/11/2026 9:54 AM,"Davis, Adrianna",4/25/2024 6:19 AM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
PDTEAM62,Phil,Fred Cai,Fred Cai,PSU/DC-DC quality improvement,€ 0.00,Not Applicable,€ 0,AOS,PROCUREMENT,CONCEPT,Key Components & Electronics,CT/AMI,PD,IL5,6/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8335"">View Entries</a>",5,0,8335,06-2025,True,True,2025,06,1/28/2026 1:07 PM,"Davis, Adrianna",4/25/2024 6:17 AM,,,,,"Davis, Adrianna",No,N/A,Yes
PDTEAM61,Phil,Fred Cai,Fred Cai,Hawk Compressor improvement,€ 0.00,Not Applicable,€ 0,AOS,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,CT/AMI,PD,IL5,7/31/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8334"">View Entries</a>",5,0,8334,07-2024,True,True,2024,07,1/28/2026 1:07 PM,"Davis, Adrianna",4/25/2024 6:16 AM,,,,,"Davis, Adrianna",No,n/a,Yes
38137,Tim,Sushruth Rudrachary,Adarsh Shrivastava,Ascalon MLU pre/succ savings - All markets,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Personal Health,GB,PH,IL5,9/1/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 699,454.00",€ 0.00,"€ 1,671,337.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8333"">View Entries</a>",36,0,8333,09-2024,False,False,2024,09,9/3/2026 8:05 AM,"Davis, Adrianna",4/24/2024 11:35 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
39256,Tim,Sushruth Rudrachary,Adarsh Shrivastava,YinYang Body Groom - predecessor/ successor savings,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Personal Health,GB,PH,IL5,6/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 1,325,604.00",€ 0.00,"€ 1,023,167.00",€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8332"">View Entries</a>",36,0,8332,06-2025,False,False,2025,06,9/3/2026 10:56 AM,"Davis, Adrianna",4/24/2024 10:51 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
39224,Tim,Sushruth Rudrachary,Kartik Bhavale,[Gemba Zhengyu] Kitt travel case - remove 1 puller and use normal zipper,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Personal Health,GB,PH,IL5,4/20/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 8,409.00",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8330"">View Entries</a>",36,0,8330,04-2024,False,False,2024,04,9/3/2026 10:56 AM,"Davis, Adrianna",4/22/2024 10:07 PM,,,,,"V Koushik, Shreyas",No,N/A,Yes
39088,Tim,Saurabh Agrawal,Pooja Nambiar,Xian USB charger and TC tariff savings from move to Vietnam. SOURCING change.,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,OHC,PH,IL5,2/10/2024,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 157,449.00",€ 0.00,"€ 16,542.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=8329"">View Entries</a>",36,0,8329,02-2024,False,False,2024,02,9/3/2026 10:56 AM,"Davis, Adrianna",4/18/2024 2:18 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
